,0
ENSG00000155465,5.627376226426534
ENSG00000166986,5.621130458438351
ENSG00000048028,5.620045797607054
ENSG00000112685,5.61697120751086
ENSG00000064012,5.6156086350687895
ENSG00000138641,5.615399220143089
ENSG00000069535,5.611597983427863
ENSG00000198700,5.611389735695814
ENSG00000107937,5.610813138448436
ENSG00000079785,5.6027151040253225
ENSG00000105373,5.600133624705223
ENSG00000147202,5.5938499626802605
ENSG00000067704,5.591508352926289
ENSG00000115590,5.591455704057799
ENSG00000255002,5.581000153007527
ENSG00000131401,5.580301444549568
ENSG00000154451,5.579347335162713
ENSG00000117228,5.5756025377601155
ENSG00000187164,5.5723067799951425
ENSG00000070785,5.56669415798348
ENSG00000021776,5.558789997219098
ENSG00000171824,5.553969648262947
ENSG00000051108,5.550114337362441
ENSG00000123329,5.539355626887879
ENSG00000161204,5.538621845234699
ENSG00000108094,5.537560178290269
ENSG00000106565,5.534906739387256
ENSG00000179344,5.534460296751373
ENSG00000130150,5.534454319500698
ENSG00000141968,5.532325790976068
ENSG00000156535,5.526029133766749
ENSG00000012817,5.519161106827632
ENSG00000102024,5.518667888379024
ENSG00000124275,5.5173374473225705
ENSG00000170606,5.516663412083825
ENSG00000119285,5.51397864141693
ENSG00000164934,5.511356587975249
ENSG00000161638,5.510366391769841
ENSG00000127249,5.508179626888914
ENSG00000151150,5.504999612429079
ENSG00000117676,5.49831097290563
ENSG00000076242,5.497547742561482
ENSG00000181381,5.497510421641185
ENSG00000170445,5.495120951476923
ENSG00000115085,5.494947105201051
ENSG00000137225,5.494057891511961
ENSG00000136717,5.491156642531507
ENSG00000116120,5.4891684332726065
ENSG00000117448,5.485979793344888
ENSG00000131269,5.474255098038258
ENSG00000108592,5.471146376716424
ENSG00000011422,5.471099722179893
ENSG00000154556,5.47025386085464
ENSG00000136518,5.461954839759584
ENSG00000177575,5.460102013096166
ENSG00000125124,5.459410945294717
ENSG00000170581,5.45357989024623
ENSG00000171608,5.450465922685099
ENSG00000184792,5.449348174210535
ENSG00000128815,5.447924351655476
ENSG00000164483,5.4475828423877735
ENSG00000126759,5.444920704276797
ENSG00000154305,5.441210639703209
ENSG00000138430,5.439918618177186
ENSG00000145649,5.4355760572316525
ENSG00000064886,5.431331869221744
ENSG00000014123,5.430577820493683
ENSG00000141076,5.430096465259632
ENSG00000115828,5.429311688282841
ENSG00000164332,5.425618393314027
ENSG00000005007,5.420545059023961
ENSG00000101361,5.4201801531728515
ENSG00000033178,5.417611094805233
ENSG00000166825,5.415617542927605
ENSG00000169429,5.413791274240904
ENSG00000198625,5.41093016144533
ENSG00000100714,5.408833950140282
ENSG00000141141,5.406805641812942
ENSG00000116824,5.4067573668398135
ENSG00000114686,5.402409696672159
ENSG00000175054,5.401891616477849
ENSG00000129968,5.395288834762313
ENSG00000106263,5.391882694360424
ENSG00000072818,5.391755217821074
ENSG00000162736,5.391419836094444
ENSG00000154719,5.3882919494566694
ENSG00000100883,5.387639852769029
ENSG00000107201,5.3858320303305245
ENSG00000044574,5.381958731674524
ENSG00000163519,5.37795516668401
ENSG00000162402,5.377688270360649
ENSG00000035681,5.375626994008908
ENSG00000167986,5.374762738038273
ENSG00000102710,5.373435604039176
ENSG00000117859,5.369729698327589
ENSG00000159131,5.364098735750283
ENSG00000132334,5.361567755389101
ENSG00000111731,5.352772526982102
ENSG00000138744,5.350029469240692
ENSG00000117528,5.3468694877564005
ENSG00000065183,5.345038373371672
ENSG00000163938,5.341293278136501
ENSG00000125450,5.3370995115756426
ENSG00000163131,5.335847371510393
ENSG00000108559,5.33467861403207
ENSG00000039123,5.331539199584625
ENSG00000071073,5.331473878349415
ENSG00000085514,5.328286098958384
ENSG00000075239,5.326695182056493
ENSG00000135372,5.318103391696181
ENSG00000081237,5.313291442411504
ENSG00000033050,5.312069871377003
ENSG00000123737,5.302130196281147
ENSG00000134748,5.3012568453792515
ENSG00000106348,5.300880209934177
ENSG00000095564,5.298443446498361
ENSG00000090861,5.295515832614192
ENSG00000095585,5.291409797003838
ENSG00000089820,5.283021948326509
ENSG00000101310,5.2819071028423785
ENSG00000084734,5.276360139700796
ENSG00000169251,5.276108091502915
ENSG00000117133,5.276108017074255
ENSG00000196139,5.275789756526924
ENSG00000120694,5.275722875518459
ENSG00000132294,5.275030423297587
ENSG00000013441,5.27288609868745
ENSG00000103051,5.27269013973436
ENSG00000186141,5.268833165940729
ENSG00000101294,5.26368585428698
ENSG00000155561,5.262994908963747
ENSG00000049656,5.259019651816271
ENSG00000114388,5.2585328953969634
ENSG00000113360,5.25843913458237
ENSG00000108669,5.254999135849504
ENSG00000113593,5.254217383098031
ENSG00000139505,5.25215309125933
ENSG00000141293,5.25040482598505
ENSG00000110911,5.2473262094893585
ENSG00000182481,5.247058340194304
ENSG00000112282,5.245052361195994
ENSG00000197142,5.243773781623385
ENSG00000140983,5.240514835159404
ENSG00000101146,5.239861006364225
ENSG00000211898,5.237105395561276
ENSG00000095002,5.2348568317063835
ENSG00000187778,5.2337033472922965
ENSG00000104870,5.227169052071542
ENSG00000025708,5.2217242951380705
ENSG00000131876,5.219585268448923
ENSG00000100325,5.2163409981785005
ENSG00000151414,5.214800708298099
ENSG00000113407,5.210626872163432
ENSG00000100450,5.208927810773424
ENSG00000149243,5.202529954041629
ENSG00000109606,5.202229153891668
ENSG00000100296,5.201660528353584
ENSG00000176986,5.2010275096071785
ENSG00000134001,5.198009410367131
ENSG00000156110,5.195309730082894
ENSG00000205744,5.193245401862091
ENSG00000172889,5.193178258730841
ENSG00000074966,5.1925493578630135
ENSG00000163510,5.19072594688503
ENSG00000168010,5.1902267084760405
ENSG00000122986,5.186287525076335
ENSG00000083520,5.1849054303289845
ENSG00000129675,5.17969013343676
ENSG00000065154,5.177497253539768
ENSG00000136937,5.176739790497507
ENSG00000169299,5.17496234491593
ENSG00000105063,5.17305463584384
ENSG00000163161,5.172708976597829
ENSG00000137944,5.1717272066674616
ENSG00000131238,5.170793175349339
ENSG00000155827,5.170006138667032
ENSG00000112159,5.167174093450694
ENSG00000198839,5.165606357593503
ENSG00000104921,5.164855842865526
ENSG00000113263,5.1642376092366895
ENSG00000114742,5.156510489313884
ENSG00000164961,5.156429264452612
ENSG00000124126,5.155828518511976
ENSG00000173226,5.154038254975923
ENSG00000144028,5.152248221156603
ENSG00000109320,5.149622337413925
ENSG00000167881,5.14883617971203
ENSG00000197249,5.1476804017929645
ENSG00000133706,5.146869783094277
ENSG00000162645,5.1468291898952305
ENSG00000184674,5.143007818427344
ENSG00000105048,5.142554518507747
ENSG00000094914,5.137533720167253
ENSG00000128513,5.137163071293706
ENSG00000108270,5.135818907525501
ENSG00000130956,5.130024680502385
ENSG00000155903,5.125569113580318
ENSG00000072786,5.12506333391645
ENSG00000180817,5.1245730902823246
ENSG00000145191,5.11866244446704
ENSG00000169727,5.1177504789730826
ENSG00000105369,5.1160634473439925
ENSG00000164597,5.115991678826338
ENSG00000065357,5.113739417800766
ENSG00000003756,5.11166954607212
ENSG00000196912,5.10655068402126
ENSG00000070061,5.104887127688615
ENSG00000115421,5.102792333507236
ENSG00000101052,5.09739312947283
ENSG00000185721,5.095649316855727
ENSG00000115165,5.092798994077472
ENSG00000085760,5.092296339002059
ENSG00000172322,5.09172881115804
ENSG00000141543,5.084547015406855
ENSG00000116191,5.082940969801489
ENSG00000142347,5.079415660435315
ENSG00000211895,5.075683027831467
ENSG00000080345,5.065127132320302
ENSG00000102699,5.063530165496085
ENSG00000181036,5.057812340763437
ENSG00000155629,5.056703118041367
ENSG00000140395,5.054352216227745
ENSG00000184014,5.052619274319913
ENSG00000137509,5.0500624112092245
ENSG00000112303,5.046362166409596
ENSG00000185246,5.046095836350584
ENSG00000142208,5.039637189225755
ENSG00000169679,5.03670268508772
ENSG00000110344,5.035711697022983
ENSG00000088179,5.034156861020231
ENSG00000139626,5.033760696109792
ENSG00000197694,5.032139936709675
ENSG00000185010,5.030880347581641
ENSG00000131652,5.026173756278179
ENSG00000077454,5.02567226844915
ENSG00000119912,5.019340031632901
ENSG00000168438,5.019147501359272
ENSG00000140386,5.0184804174900535
ENSG00000101347,5.017232964935172
ENSG00000101337,5.016768056039026
ENSG00000115484,5.0136455070429085
ENSG00000166887,5.013375392378203
ENSG00000113460,5.004973922833045
ENSG00000104613,5.00227524215669
ENSG00000136143,5.002077833798896
ENSG00000138642,5.0010309285262196
ENSG00000082068,4.997808895190511
ENSG00000101412,4.994220878370511
ENSG00000100949,4.993366335009639
ENSG00000113361,4.99054636158178
ENSG00000198301,4.9903800801866085
ENSG00000149269,4.987608902409539
ENSG00000184613,4.986023425508694
ENSG00000166478,4.985326276721452
ENSG00000123136,4.985150950334136
ENSG00000008405,4.985147344913909
ENSG00000145730,4.981550628719374
ENSG00000185621,4.981298380255617
ENSG00000163104,4.9795427092372435
ENSG00000153922,4.978368923256026
ENSG00000183914,4.9774578224583435
ENSG00000165733,4.976277472363607
ENSG00000175792,4.975692347938018
ENSG00000133789,4.974521127097323
ENSG00000143493,4.972152864048771
ENSG00000088325,4.97129080358875
ENSG00000103544,4.970821658032999
ENSG00000132530,4.966657909492008
ENSG00000135521,4.964876311403366
ENSG00000064102,4.958639227659874
ENSG00000183486,4.958356996546377
ENSG00000143603,4.958022244912899
ENSG00000175463,4.956645062897761
ENSG00000173145,4.9543836118869855
ENSG00000139278,4.951180312224149
ENSG00000136051,4.949860471372432
ENSG00000175899,4.949330633841088
ENSG00000111641,4.948168407494791
ENSG00000145868,4.941779874653271
ENSG00000140598,4.941660024139078
ENSG00000103978,4.941149228381283
ENSG00000160255,4.9362711188667525
ENSG00000138964,4.934945660413756
ENSG00000136271,4.933885838200389
ENSG00000166479,4.933063849991017
ENSG00000119929,4.932701123236731
ENSG00000035720,4.931389156374211
ENSG00000111581,4.931337380425721
ENSG00000132780,4.930268819769649
ENSG00000129347,4.929345315931681
ENSG00000069493,4.929321880080339
ENSG00000152457,4.9291220973884196
ENSG00000134014,4.923021470516677
ENSG00000069869,4.919210503353742
ENSG00000223609,4.918922678794592
ENSG00000105186,4.913217563774603
ENSG00000163956,4.909923650299046
ENSG00000111364,4.909617052119049
ENSG00000126353,4.9086898051285415
ENSG00000162687,4.908216631614335
ENSG00000140368,4.90801529680821
ENSG00000197548,4.9050965382056715
ENSG00000111667,4.904863756289419
ENSG00000093072,4.904071631282384
ENSG00000106105,4.898294787266413
ENSG00000183963,4.897914750730201
ENSG00000166523,4.895949845912878
ENSG00000130348,4.895608095785746
ENSG00000064419,4.895430775995433
ENSG00000143416,4.893642230977804
ENSG00000132424,4.892823200260081
ENSG00000149262,4.888145475958185
ENSG00000119321,4.887216413856268
ENSG00000136147,4.883929062176125
ENSG00000131748,4.88310519821555
ENSG00000153283,4.881541868906313
ENSG00000168538,4.877669760149051
ENSG00000156709,4.8774440882164525
ENSG00000038002,4.875650199413275
ENSG00000198862,4.874399067088387
ENSG00000100991,4.872760139357392
ENSG00000053371,4.872413374850109
ENSG00000124383,4.870606826835278
ENSG00000165688,4.869747695826955
ENSG00000120699,4.867393265613977
ENSG00000106976,4.864501293852369
ENSG00000117395,4.864309592112368
ENSG00000090382,4.864057764323554
ENSG00000134058,4.861364459062587
ENSG00000070501,4.861351179377142
ENSG00000100284,4.860005895600756
ENSG00000229245,4.858014989445379
ENSG00000166927,4.857654191019861
ENSG00000152620,4.857583468183961
ENSG00000087338,4.856156608001474
ENSG00000196505,4.8558154984503
ENSG00000137841,4.8520031292670955
ENSG00000091483,4.851398520036041
ENSG00000166770,4.851037721155734
ENSG00000123607,4.850628670583136
ENSG00000182511,4.84919500724052
ENSG00000012779,4.848953910481797
ENSG00000198919,4.848599356723668
ENSG00000005187,4.848399706008356
ENSG00000143870,4.847839151723166
ENSG00000175575,4.846944396240988
ENSG00000135473,4.845486987112326
ENSG00000198522,4.840534410554233
ENSG00000138688,4.840393242075123
ENSG00000042088,4.837332991192187
ENSG00000163798,4.837277069368467
ENSG00000152942,4.836920861475431
ENSG00000172890,4.834309626262679
ENSG00000058729,4.833158817520392
ENSG00000151694,4.832683805433812
ENSG00000116752,4.829139359758934
ENSG00000182134,4.828591534674597
ENSG00000042493,4.82758350925971
ENSG00000164347,4.826733835408045
ENSG00000134987,4.825370685514264
ENSG00000164047,4.821203391038973
ENSG00000144134,4.819915841286595
ENSG00000168918,4.817235274697611
ENSG00000090621,4.816532667221306
ENSG00000213445,4.8146607712874046
ENSG00000144136,4.810214059808691
ENSG00000151136,4.809095611359016
ENSG00000136161,4.807404632821936
ENSG00000142794,4.807165282762945
ENSG00000101474,4.8038153850402905
ENSG00000138442,4.803777457580959
ENSG00000145819,4.8034722011694555
ENSG00000101336,4.802808482914642
ENSG00000151883,4.800474574112325
ENSG00000095485,4.795041018598115
ENSG00000088451,4.793693852424777
ENSG00000135677,4.792221172635733
ENSG00000158290,4.790334307809526
ENSG00000136504,4.7892574272296295
ENSG00000090520,4.788881488519784
ENSG00000111335,4.788226082706031
ENSG00000010327,4.788089010935959
ENSG00000037474,4.787648535663097
ENSG00000102781,4.785193120221823
ENSG00000107672,4.784399749065053
ENSG00000140943,4.784255846080532
ENSG00000239713,4.78257477283197
ENSG00000110619,4.7784998897977395
ENSG00000164307,4.778068008017773
ENSG00000090989,4.776913220028288
ENSG00000075303,4.775132921581384
ENSG00000072274,4.774934820333349
ENSG00000106605,4.772041066759934
ENSG00000144895,4.767582223635815
ENSG00000107625,4.767119836356555
ENSG00000126934,4.764097334017756
ENSG00000111796,4.764028446232873
ENSG00000170323,4.763813282637846
ENSG00000174442,4.763713253057981
ENSG00000184922,4.762176502360957
ENSG00000119977,4.760475557106459
ENSG00000112237,4.760119019110563
ENSG00000055332,4.756408599980723
ENSG00000197157,4.755934114608904
ENSG00000075188,4.755181789507083
ENSG00000087303,4.754983937095726
ENSG00000166411,4.754753575541469
ENSG00000006744,4.751452071941167
ENSG00000183765,4.7511141505423575
ENSG00000128915,4.749716345003378
ENSG00000008869,4.749456867603478
ENSG00000055147,4.7492880437458815
ENSG00000174744,4.743145898213764
ENSG00000198911,4.739182543776225
ENSG00000006712,4.73788910317952
ENSG00000239900,4.7376669479838815
ENSG00000145675,4.737634028109738
ENSG00000057252,4.735882055274307
ENSG00000182150,4.734797149166758
ENSG00000134294,4.734664850443133
ENSG00000165209,4.734574006600099
ENSG00000167851,4.731102608990842
ENSG00000196735,4.729375331006197
ENSG00000110429,4.728869563122501
ENSG00000091140,4.726703526214363
ENSG00000137959,4.723225950529927
ENSG00000113048,4.718483212211089
ENSG00000107077,4.715879991626829
ENSG00000172053,4.715625352926521
ENSG00000023041,4.715126865916482
ENSG00000161013,4.714382066331444
ENSG00000127054,4.713482749623944
ENSG00000124155,4.712428984315958
ENSG00000068079,4.709436252113756
ENSG00000132465,4.708719222480658
ENSG00000139620,4.708497207759705
ENSG00000186642,4.707872541549604
ENSG00000215305,4.704679609006372
ENSG00000133943,4.700818681477783
ENSG00000186517,4.700803349080376
ENSG00000047410,4.700165806951945
ENSG00000143466,4.6969677011350175
ENSG00000138629,4.695886845473718
ENSG00000110713,4.694012570771203
ENSG00000000419,4.693392838724767
ENSG00000107551,4.693257440695673
ENSG00000075089,4.6929459090578485
ENSG00000137055,4.692430365975184
ENSG00000133275,4.687996095623153
ENSG00000100297,4.6879224773491694
ENSG00000020922,4.687902944871343
ENSG00000135905,4.687043456881363
ENSG00000001497,4.683947091667499
ENSG00000178035,4.683938995784835
ENSG00000078018,4.683546219428898
ENSG00000159363,4.6826201015738596
ENSG00000141524,4.6824902199095595
ENSG00000108465,4.679803663888746
ENSG00000134243,4.676175018701827
ENSG00000135972,4.673445759840379
ENSG00000112339,4.671359217292218
ENSG00000134644,4.671163088548544
ENSG00000135624,4.670960963813432
ENSG00000187688,4.670633242869159
ENSG00000172340,4.669607941051967
ENSG00000111845,4.669555358251125
ENSG00000166181,4.668649921241813
ENSG00000196353,4.667613760979483
ENSG00000123131,4.666765591901614
ENSG00000069248,4.666355151559851
ENSG00000066557,4.666242162572446
ENSG00000136381,4.665201616776
ENSG00000066926,4.664637691555714
ENSG00000100029,4.6624645848520805
ENSG00000074266,4.661583192692927
ENSG00000114013,4.660585480173243
ENSG00000159579,4.657768556639639
ENSG00000155463,4.654776137176965
ENSG00000100220,4.654527097549042
ENSG00000124357,4.653662495006926
ENSG00000000938,4.650223128995781
ENSG00000126226,4.649938339505182
ENSG00000118246,4.649829587960091
ENSG00000135862,4.6487232718334
ENSG00000100796,4.648480161587429
ENSG00000131188,4.646573764697888
ENSG00000140749,4.644926690563738
ENSG00000113569,4.644809577099592
ENSG00000047315,4.64420255283058
ENSG00000163050,4.643318268731352
ENSG00000146918,4.643051092459494
ENSG00000104998,4.642501114552391
ENSG00000177830,4.641281788987494
ENSG00000088298,4.639565147163214
ENSG00000110848,4.638409308605513
ENSG00000092820,4.638229137643272
ENSG00000178950,4.6372607549452605
ENSG00000135164,4.636667235827033
ENSG00000140678,4.634217770426969
ENSG00000164941,4.634042236842839
ENSG00000083535,4.633846747691499
ENSG00000196126,4.632057425968367
ENSG00000148688,4.631473680049784
ENSG00000150961,4.631284907717595
ENSG00000186815,4.631097419821559
ENSG00000143207,4.6275104978662
ENSG00000198947,4.626879200473243
ENSG00000146070,4.626639320492628
ENSG00000145349,4.626574346690326
ENSG00000131711,4.625585579414632
ENSG00000110852,4.62528120126814
ENSG00000130023,4.622775794830363
ENSG00000113319,4.619480770757386
ENSG00000109775,4.618192157168341
ENSG00000132323,4.617382490349133
ENSG00000162639,4.616037705873861
ENSG00000100453,4.615533767488147
ENSG00000004766,4.614739633952924
ENSG00000112297,4.614333135737788
ENSG00000060558,4.613722437756722
ENSG00000101391,4.612752454034971
ENSG00000010610,4.611247024224477
ENSG00000083444,4.609901094585524
ENSG00000073969,4.609564115620217
ENSG00000163811,4.6074215277282065
ENSG00000163527,4.60731156914597
ENSG00000172725,4.607249672629952
ENSG00000125107,4.6068076076622875
ENSG00000258890,4.60545414567075
ENSG00000071889,4.60215111282911
ENSG00000144048,4.600770708947065
ENSG00000151445,4.593921717629099
ENSG00000119471,4.593872895666973
ENSG00000188672,4.592836851514121
ENSG00000162869,4.592324233141184
ENSG00000198793,4.591064009393196
ENSG00000174243,4.589904499318364
ENSG00000175467,4.589521121991731
ENSG00000155660,4.58869621249842
ENSG00000211455,4.587829573612875
ENSG00000151092,4.586993131850231
ENSG00000166477,4.586024818750185
ENSG00000104312,4.584682894902274
ENSG00000008130,4.584594732341872
ENSG00000157181,4.57755099404318
ENSG00000100023,4.575085531997786
ENSG00000198276,4.574507999223419
ENSG00000164134,4.572275634958501
ENSG00000107651,4.571947215900087
ENSG00000155363,4.570678576486358
ENSG00000113615,4.568385509597242
ENSG00000132182,4.5680818204274996
ENSG00000138750,4.567970324073664
ENSG00000100079,4.565669869623408
ENSG00000196839,4.564827251701582
ENSG00000164815,4.560307929498328
ENSG00000163382,4.559881049757528
ENSG00000144029,4.55944094250542
ENSG00000136731,4.558697751969623
ENSG00000106628,4.557743824418976
ENSG00000113812,4.555793878706415
ENSG00000139842,4.55543206654983
ENSG00000138600,4.552820230121101
ENSG00000125633,4.55157434334414
ENSG00000089154,4.551355922905442
ENSG00000119004,4.550696431583578
ENSG00000173852,4.549804502361798
ENSG00000106772,4.549590991708573
ENSG00000005059,4.547450546095532
ENSG00000163564,4.54635276825191
ENSG00000115211,4.546333269040254
ENSG00000132485,4.5443033483320106
ENSG00000182199,4.54353613410218
ENSG00000167315,4.542459983421924
ENSG00000128383,4.542311131995495
ENSG00000165792,4.542263403422902
ENSG00000213983,4.541096428646155
ENSG00000104320,4.540535458812591
ENSG00000064652,4.538489370136896
ENSG00000151914,4.534776659556916
ENSG00000121879,4.533878594226859
ENSG00000121858,4.533861695798989
ENSG00000163328,4.533826056450083
ENSG00000139970,4.532021520036733
ENSG00000111144,4.530995279784775
ENSG00000127337,4.529492738083137
ENSG00000107949,4.52725289151005
ENSG00000154262,4.526459731450582
ENSG00000108591,4.524557129763126
ENSG00000094880,4.5243356861811375
ENSG00000166855,4.522280251088242
ENSG00000176476,4.521593044618971
ENSG00000101997,4.5215856861869455
ENSG00000140474,4.521388605618325
ENSG00000101343,4.520996597951631
ENSG00000114021,4.520362702783604
ENSG00000181789,4.5198782988388935
ENSG00000154814,4.519810241609622
ENSG00000151465,4.518599815387884
ENSG00000010292,4.517621634109095
ENSG00000121350,4.517590347285026
ENSG00000166562,4.517338499428759
ENSG00000198952,4.515931368007133
ENSG00000175193,4.514948149081652
ENSG00000173083,4.514544770609723
ENSG00000111530,4.510984953529695
ENSG00000273143,4.509513255700261
ENSG00000111647,4.505301010601736
ENSG00000137364,4.505021375542445
ENSG00000150768,4.504991194808998
ENSG00000072401,4.504556064370118
ENSG00000108799,4.504348718447777
ENSG00000197498,4.502342507820751
ENSG00000164327,4.501543776858391
ENSG00000134905,4.501315799238437
ENSG00000115548,4.500929085430967
ENSG00000109920,4.500494372370115
ENSG00000163918,4.499999804482603
ENSG00000174083,4.499794181811187
ENSG00000128050,4.495701151609383
ENSG00000243955,4.493705720276505
ENSG00000197122,4.493420315704011
ENSG00000136045,4.491794846776971
ENSG00000161057,4.491277308598445
ENSG00000118515,4.49120235012276
ENSG00000136040,4.490990377096373
ENSG00000206052,4.490553106961157
ENSG00000132591,4.490482225998285
ENSG00000139496,4.489198267650337
ENSG00000068784,4.4872995711723505
ENSG00000173193,4.4860549705827255
ENSG00000185404,4.486026431401442
