,chi2,p_value,dof,odds_ratio,unique_count
ENSG00000198131,34.705387205387204,4.914485247023755e-06,6,,7
ENSG00000125656,108.48679626532888,4.950580738099914e-06,51,,52
ENSG00000225981,87.88423834619488,5.033278134356235e-06,37,,38
ENSG00000257557,75.55600965767208,5.078022062692253e-06,29,,30
ENSG00000168685,194.60986024844718,5.0823520364378744e-06,115,,116
ENSG00000128918,89.35238890242088,5.0887723260271034e-06,38,,39
ENSG00000151689,62.60879574025143,5.104761566922091e-06,21,,22
ENSG00000104671,81.71950483091788,5.15970692148123e-06,33,,34
ENSG00000132773,73.9285768541306,5.1643506499642226e-06,28,,29
ENSG00000100271,69.10000421869029,5.23013494450806e-06,25,,26
ENSG00000106355,144.393115942029,5.233581973395708e-06,77,,78
ENSG00000114125,136.21829710144925,5.25371921817639e-06,71,,72
ENSG00000187837,55.691705249320194,5.303334945277018e-06,17,,18
ENSG00000141580,181.45229468599032,5.308487039312806e-06,105,,106
ENSG00000154767,120.9514486117747,5.337648807154692e-06,60,,61
ENSG00000185044,67.41309402387108,5.351823002926316e-06,24,,25
ENSG00000253449,48.47783775672042,5.426897779656492e-06,13,,14
ENSG00000238278,70.58355086059223,5.453730480442985e-06,26,,27
ENSG00000185049,80.00233009743879,5.45991808419934e-06,32,,33
ENSG00000100379,46.60271893967546,5.460899362762323e-06,12,,13
ENSG00000271430,32.177017819706506,5.480457860455628e-06,5,,6
ENSG00000132478,140.12404388083735,5.502057598181262e-06,74,,75
ENSG00000168894,238.67602657004832,5.503373248122748e-06,150,,151
ENSG00000211707,44.685952478306305,5.5096080596655945e-06,11,,12
ENSG00000237877,65.69391402271837,5.516015446913085e-06,23,,24
ENSG00000206535,44.6808486447153,5.520988410889679e-06,11,,12
ENSG00000155868,34.42696099919929,5.563441260550706e-06,6,,7
ENSG00000088833,252.3007246376811,5.618578237004914e-06,161,,162
ENSG00000239900,185.08554750402575,5.631053915024693e-06,108,,109
ENSG00000170854,103.69442015103559,5.665071207299607e-06,48,,49
ENSG00000099330,67.20251597803582,5.752691498839227e-06,24,,25
ENSG00000112855,96.35632332643203,5.763421797044393e-06,43,,44
ENSG00000245060,65.55758521202361,5.782753080339756e-06,23,,24
ENSG00000056050,116.44050958391773,5.7888998929083494e-06,57,,58
ENSG00000267052,34.335967828027954,5.793440508781118e-06,6,,7
ENSG00000170852,96.283186419056,5.888720353971667e-06,43,,44
ENSG00000114956,201.61684782608694,5.9062171988520095e-06,121,,122
ENSG00000186889,126.11124835309619,5.941488740666036e-06,64,,65
ENSG00000231969,36.44657953761215,5.969718850945279e-06,7,,8
ENSG00000129055,90.27957614754291,6.046866719242583e-06,39,,40
ENSG00000149476,195.07699275362316,6.0641829017622085e-06,116,,117
ENSG00000105254,246.85084541062804,6.148371306489349e-06,157,,158
ENSG00000162894,106.26620575766539,6.176411537925599e-06,50,,51
ENSG00000184428,84.13596071461126,6.2981744312672205e-06,35,,36
ENSG00000143093,85.64475526807148,6.305036244482533e-06,36,,37
ENSG00000104951,40.4444999722361,6.311236299264782e-06,9,,10
ENSG00000170365,149.00074110671935,6.332149086779971e-06,81,,82
ENSG00000168081,42.35713592115165,6.477142534837706e-06,10,,11
ENSG00000177455,93.00854037267081,6.493002522058865e-06,41,,42
ENSG00000100983,227.776268115942,6.5192352874604285e-06,142,,143
ENSG00000183826,65.20884799077734,6.524040117177747e-06,23,,24
ENSG00000169583,111.75672380156077,6.54226093014683e-06,54,,55
ENSG00000159674,80.92839333021662,6.6260903302539255e-06,33,,34
ENSG00000065665,63.52296363392379,6.630252034395997e-06,22,,23
ENSG00000211791,46.1136272141707,6.632465036730607e-06,12,,13
ENSG00000111877,65.15741423073774,6.6409807695951885e-06,23,,24
ENSG00000211785,46.100651311249145,6.666708653960865e-06,12,,13
ENSG00000004455,143.342067805383,6.77896736766793e-06,77,,78
ENSG00000247796,33.967800435391545,6.82439838473315e-06,6,,7
ENSG00000264876,31.644984594317016,6.984622423490769e-06,5,,6
ENSG00000170681,31.644984594317016,6.984622423490769e-06,5,,6
ENSG00000204344,117.13074390384175,7.0156121406344054e-06,58,,59
ENSG00000134809,77.66054258241758,7.0467539474189975e-06,31,,32
ENSG00000136059,72.98033301454178,7.059661498360516e-06,28,,29
ENSG00000170540,31.580615942028984,7.192420041104095e-06,5,,6
ENSG00000169403,86.6856746815986,7.266533512184108e-06,37,,38
ENSG00000104852,83.6710691217584,7.275371199850942e-06,35,,36
ENSG00000100372,140.3446342305038,7.293431018062174e-06,75,,76
ENSG00000269811,31.54880730840805,7.2973622603225075e-06,5,,6
ENSG00000131981,219.60144927536228,7.37563017836779e-06,136,,137
ENSG00000261737,31.51724525334232,7.402994520015462e-06,5,,6
ENSG00000242349,118.32452697262481,7.408761388009455e-06,59,,60
ENSG00000160072,45.8334356832883,7.411975003718813e-06,12,,13
ENSG00000234614,43.928808157862875,7.478380796654613e-06,11,,12
ENSG00000136261,157.62853692201517,7.479931837382451e-06,88,,89
ENSG00000008282,148.29886272141707,7.499924120429123e-06,81,,82
ENSG00000198783,31.45484949832776,7.616312305053254e-06,5,,6
ENSG00000250654,31.45484949832776,7.616312305053254e-06,5,,6
ENSG00000021762,58.126389172393466,7.6276218673580885e-06,19,,20
ENSG00000247077,31.424010217113665,7.72398934160622e-06,5,,6
ENSG00000249348,31.424010217113665,7.72398934160622e-06,5,,6
ENSG00000176155,111.14885265700482,7.7267828147154e-06,54,,55
ENSG00000160563,93.86727935658178,7.782976171567295e-06,42,,43
ENSG00000034053,83.43815448067218,7.81920577635822e-06,35,,36
ENSG00000240440,31.393406350259987,7.832339443418429e-06,5,,6
ENSG00000196498,99.65987024750613,7.856441578514801e-06,46,,47
ENSG00000227517,54.62961735595618,7.85661284189601e-06,17,,18
ENSG00000211796,33.63215093841968,7.921937121004202e-06,6,,7
ENSG00000186615,31.363035212431807,7.941358310478499e-06,5,,6
ENSG00000243927,31.36130378390571,7.947618593392573e-06,5,,6
ENSG00000168887,78.79305707790363,8.019490497141995e-06,32,,33
ENSG00000128463,176.97560817805382,8.050390222890043e-06,103,,104
ENSG00000072849,189.87483530961788,8.090224580466015e-06,113,,114
ENSG00000184584,99.55659075224291,8.09217152002776e-06,46,,47
ENSG00000204614,147.97446514837821,8.107930814342433e-06,81,,82
ENSG00000115661,100.97574476650564,8.147516185848827e-06,47,,48
ENSG00000196071,39.830246129414405,8.155903789377038e-06,9,,10
ENSG00000132002,92.23818150448585,8.159101516703695e-06,41,,42
ENSG00000163463,31.30298058517911,8.16138504044757e-06,5,,6
ENSG00000211805,31.30298058517911,8.16138504044757e-06,5,,6
ENSG00000176386,96.58789328626284,8.253118771700417e-06,44,,45
ENSG00000189149,31.27329192546584,8.272384206786982e-06,5,,6
ENSG00000225938,31.273291925465838,8.272384206786982e-06,5,,6
ENSG00000212766,31.27329192546584,8.272384206786982e-06,5,,6
ENSG00000130544,66.125693408402,8.31018533158151e-06,24,,25
ENSG00000250565,47.385265700483096,8.31690459069376e-06,13,,14
ENSG00000172315,31.256382620925827,8.336273298284892e-06,5,,6
ENSG00000248278,33.51675724637682,8.338352006145947e-06,6,,7
ENSG00000229321,31.243825652716712,8.384034747386901e-06,5,,6
ENSG00000226519,31.243825652716712,8.384034747386901e-06,5,,6
ENSG00000241106,59.52917307438197,8.420597913319334e-06,20,,21
ENSG00000178950,121.9992028653713,8.439896039892866e-06,62,,63
ENSG00000105669,268.65036231884056,8.458347808950626e-06,176,,177
ENSG00000172724,31.214579277525417,8.496332272144928e-06,5,,6
ENSG00000235652,31.214579277525417,8.496332272144928e-06,5,,6
ENSG00000090554,31.214579277525417,8.496332272144928e-06,5,,6
ENSG00000145022,189.62711352657004,8.531106688133761e-06,113,,114
ENSG00000247345,67.64087333380812,8.569525289537112e-06,25,,26
ENSG00000101966,81.62041611769872,8.594376164192207e-06,34,,35
ENSG00000234883,31.18555034750283,8.609272376094884e-06,5,,6
ENSG00000213754,31.18555034750283,8.609272376094884e-06,5,,6
ENSG00000164114,65.9883365901319,8.707725943590458e-06,24,,25
ENSG00000244687,41.634212516976945,8.709846711238977e-06,10,,11
ENSG00000196273,31.15673644659152,8.722850640409852e-06,5,,6
ENSG00000204147,31.15673644659152,8.722850640409852e-06,5,,6
ENSG00000266947,31.15673644659152,8.722850640409852e-06,5,,6
ENSG00000226683,31.15673644659152,8.722850640409852e-06,5,,6
ENSG00000240137,49.05270902928611,8.790007758339304e-06,14,,15
ENSG00000103591,186.90217391304347,8.81631070095678e-06,111,,112
ENSG00000107593,31.0997442455243,8.951903911399841e-06,5,,6
ENSG00000225764,31.099744245524295,8.95190391139986e-06,5,,6
ENSG00000188171,31.074719980024053,9.054355535379136e-06,5,,6
ENSG00000144524,94.81139113128336,9.056829154233113e-06,43,,44
ENSG00000258302,31.071561288952594,9.067370019861742e-06,5,,6
ENSG00000226937,31.07156128895259,9.067370019861762e-06,5,,6
ENSG00000125733,146.15993162692848,9.093284752019745e-06,80,,81
ENSG00000234767,35.476603984509126,9.09820148151369e-06,7,,8
ENSG00000163938,184.1772342995169,9.104418804947795e-06,109,,110
ENSG00000141295,91.86466462281679,9.110551376113125e-06,41,,42
ENSG00000115998,88.91067211424017,9.124330003004355e-06,39,,40
ENSG00000152766,55.93400002166333,9.12876793355193e-06,18,,19
ENSG00000254174,37.54612777042392,9.129852757200123e-06,8,,9
ENSG00000139537,64.23034694773824,9.138100235135689e-06,23,,24
ENSG00000165171,31.043584047392365,9.183456494128329e-06,5,,6
ENSG00000147573,31.043584047392365,9.183456494128329e-06,5,,6
ENSG00000236345,31.043584047392365,9.183456494128329e-06,5,,6
ENSG00000135063,31.043584047392365,9.183456494128329e-06,5,,6
ENSG00000182021,31.043584047392365,9.183456494128329e-06,5,,6
ENSG00000239473,31.04358404739236,9.18345649412834e-06,5,,6
ENSG00000233008,31.04358404739236,9.18345649412834e-06,5,,6
ENSG00000258689,31.04358404739236,9.18345649412834e-06,5,,6
ENSG00000204632,155.42263342535082,9.193135704464715e-06,87,,88
ENSG00000157916,187.9921497584541,9.195077234991998e-06,112,,113
ENSG00000103510,99.0796409520934,9.273301653366366e-06,46,,47
ENSG00000182749,35.42524122692989,9.303069738178078e-06,7,,8
ENSG00000156127,65.7916728707564,9.309545966545026e-06,24,,25
ENSG00000140455,176.31383712905455,9.317713519562811e-06,103,,104
ENSG00000178105,131.18972059478534,9.392324640368618e-06,69,,70
ENSG00000134248,181.45229468599035,9.394760331813865e-06,107,,108
ENSG00000265728,30.988237765175384,9.417472636662892e-06,5,,6
ENSG00000261652,33.24238239486814,9.417710355676816e-06,6,,7
ENSG00000225373,45.20531400966184,9.50284151568961e-06,12,,13
ENSG00000102934,30.960864333176374,9.535393333437553e-06,5,,6
ENSG00000109501,30.96086433317637,9.53539333343757e-06,5,,6
ENSG00000179477,30.96086433317637,9.53539333343757e-06,5,,6
ENSG00000011465,30.933687832342823,9.653916454742948e-06,5,,6
ENSG00000152137,30.933687832342823,9.653916454742948e-06,5,,6
ENSG00000152377,30.933687832342823,9.653916454742948e-06,5,,6
ENSG00000136002,30.933687832342823,9.653916454742948e-06,5,,6
ENSG00000116544,33.177994336165256,9.69044582684129e-06,6,,7
ENSG00000129158,93.10019624882572,9.745975141801473e-06,42,,43
ENSG00000232784,30.90670614513532,9.773037498866555e-06,5,,6
ENSG00000135517,30.90670614513532,9.773037498866555e-06,5,,6
ENSG00000101928,76.61576658179919,9.83391716571269e-06,31,,32
ENSG00000010539,46.92632850241547,9.942757161840644e-06,13,,14
ENSG00000196646,45.08201357466063,9.976872107245744e-06,12,,13
ENSG00000173614,67.17191194211514,1.0033084598384339e-05,25,,26
ENSG00000160752,173.2774758454106,1.0271217466417482e-05,101,,102
ENSG00000108344,101.57973989738709,1.0306313485619012e-05,48,,49
ENSG00000169062,244.1259057971014,1.0335235225628015e-05,157,,158
ENSG00000271736,41.211868024321184,1.0350029649691901e-05,10,,11
ENSG00000196387,68.6652614113504,1.035756044192886e-05,26,,27
ENSG00000163832,132.10926117629018,1.0488362693216982e-05,70,,71
ENSG00000068120,189.93853519668735,1.0491846907074159e-05,114,,115
ENSG00000152348,102.93997207125605,1.050533400024781e-05,49,,50
ENSG00000129682,80.96361003247637,1.0537210289600851e-05,34,,35
ENSG00000196834,25.790278059299798,1.0551991758754291e-05,3,,4
ENSG00000145494,170.5525362318841,1.056206569142064e-05,99,,100
ENSG00000251131,32.94511625521069,1.0743904323805219e-05,6,,7
ENSG00000164978,74.7990624157504,1.0744871385143537e-05,30,,31
ENSG00000139531,53.777166392934696,1.075053254698086e-05,17,,18
ENSG00000232046,41.09481188078277,1.0856272333188695e-05,10,,11
ENSG00000267002,57.14219338496162,1.0859651328309492e-05,19,,20
ENSG00000247708,46.69164470794905,1.0891351434720393e-05,13,,14
ENSG00000167220,150.69940476190476,1.0959347017317633e-05,84,,85
ENSG00000136732,102.72549536815842,1.115263982837533e-05,49,,50
ENSG00000182208,208.70169082125608,1.118673027985675e-05,129,,130
ENSG00000242282,96.92466787439614,1.1363606650762805e-05,45,,46
ENSG00000223619,22.758149430735873,1.1432221805458713e-05,2,,3
ENSG00000187091,73.04162021553326,1.1501143202198487e-05,29,,30
ENSG00000145839,46.54469110783592,1.1530157325337213e-05,13,,14
ENSG00000205593,216.09795548654242,1.1557667983351117e-05,135,,136
ENSG00000257953,55.27245202630166,1.1603151644122539e-05,18,,19
ENSG00000103126,83.64321097841434,1.1638106761919923e-05,36,,37
ENSG00000128309,159.65277777777777,1.1687858271327567e-05,91,,92
ENSG00000205240,46.48519606652494,1.179915132587545e-05,13,,14
ENSG00000211662,74.50417176974894,1.1806832885148448e-05,30,,31
ENSG00000244005,53.50927690775467,1.1859849174056784e-05,17,,18
ENSG00000092094,188.04710652376892,1.1942216479296552e-05,113,,114
ENSG00000131196,124.77355072463769,1.1966332056578355e-05,65,,66
ENSG00000102879,285.0,1.2041941045332046e-05,191,,192
ENSG00000115446,110.91287850490563,1.2053898047594608e-05,55,,56
ENSG00000143811,93.75914644936384,1.2286717577649265e-05,43,,44
ENSG00000213722,128.74417701863354,1.2337065111912663e-05,68,,69
ENSG00000270532,46.36912692847125,1.2341843925090681e-05,13,,14
ENSG00000099326,32.61295068772653,1.2445793210038661e-05,6,,7
ENSG00000253309,51.6218686471244,1.2604597294667717e-05,16,,17
ENSG00000125775,95.06248758806304,1.2808225334117163e-05,44,,45
ENSG00000144120,32.544459211442316,1.2828639510288722e-05,6,,7
ENSG00000170425,77.28479918537464,1.289497821141207e-05,32,,33
ENSG00000139826,40.667858001617596,1.2918688868745029e-05,10,,11
ENSG00000239819,40.663747987117574,1.2940312701353575e-05,10,,11
ENSG00000072958,185.0575994054255,1.307849355004359e-05,111,,112
ENSG00000108592,121.63044427733725,1.326573680673883e-05,63,,64
ENSG00000108468,71.02554601195905,1.3362993590164698e-05,28,,29
ENSG00000224051,46.160751300486126,1.3378480878863449e-05,13,,14
ENSG00000168060,64.7193976936263,1.3381014904873596e-05,24,,25
ENSG00000211787,51.441203987208276,1.3477287639712533e-05,16,,17
ENSG00000015532,107.68428657694963,1.3514241129440941e-05,53,,54
ENSG00000121486,97.74592456657673,1.3539684002304207e-05,46,,47
ENSG00000155959,195.07699275362316,1.3604084874808357e-05,119,,120
ENSG00000128928,120.15718243819266,1.3611906350488998e-05,62,,63
ENSG00000104859,56.50932174709349,1.3613031610574443e-05,19,,20
ENSG00000244306,40.533018796935906,1.364706701332908e-05,10,,11
ENSG00000232680,56.46016785910842,1.3853508642339527e-05,19,,20
ENSG00000211820,40.491904948426686,1.3877114230059788e-05,10,,11
ENSG00000181322,64.60494982544877,1.3907102290433469e-05,24,,25
ENSG00000139636,81.55734584778163,1.3934158154562105e-05,35,,36
ENSG00000060762,192.35205314009661,1.4125694810024654e-05,117,,118
ENSG00000087903,110.31639857726813,1.4142105403530935e-05,55,,56
ENSG00000170430,84.48022647977359,1.4166932722682294e-05,37,,38
ENSG00000147853,252.30072463768113,1.4188823245285519e-05,165,,166
ENSG00000130638,252.30072463768116,1.4188823245285519e-05,165,,166
ENSG00000225643,32.311131668208446,1.422263686835482e-05,6,,7
ENSG00000163479,212.5166062801932,1.4293555849860989e-05,133,,134
ENSG00000135900,93.22836743393009,1.4317396835499422e-05,43,,44
ENSG00000089063,238.67602657004826,1.4332770624933757e-05,154,,155
ENSG00000134697,182.0578368223296,1.4351534081649574e-05,109,,110
ENSG00000127884,178.18236714975845,1.4422716796166695e-05,106,,107
ENSG00000249859,64.49230620090006,1.444464871581821e-05,24,,25
ENSG00000132388,157.36901886358407,1.458963898233197e-05,90,,91
ENSG00000225405,40.36659981021396,1.4602109042371312e-05,10,,11
ENSG00000198791,193.44202898550722,1.4669058851994446e-05,118,,119
ENSG00000167371,36.40639609630669,1.4793176675340303e-05,8,,9
ENSG00000146729,132.0530322636301,1.4875301096067535e-05,71,,72
ENSG00000211898,138.76506758639908,1.48772544993754e-05,76,,77
ENSG00000204387,222.32638888888889,1.4877401564583748e-05,141,,142
ENSG00000091732,87.265776479674,1.4879386604948361e-05,39,,40
ENSG00000105617,54.56896160812596,1.4957256941128187e-05,18,,19
ENSG00000187860,44.0524549424006,1.4960535498018569e-05,12,,13
ENSG00000111254,47.64341787439614,1.5056974817759631e-05,14,,15
ENSG00000089094,65.94452773613193,1.5121836745503124e-05,25,,26
ENSG00000225546,42.15979326513214,1.519734443317869e-05,11,,12
ENSG00000120725,72.15053083923155,1.5313450906964443e-05,29,,30
ENSG00000113575,162.37771739130434,1.5320831209607914e-05,94,,95
ENSG00000152240,164.92099436392914,1.5522660987387862e-05,96,,97
ENSG00000138785,78.20258769424811,1.5523295141475092e-05,33,,34
ENSG00000106477,166.19263285024152,1.5615373288995637e-05,97,,98
ENSG00000187118,166.19263285024152,1.5615373288995637e-05,97,,98
ENSG00000272168,203.2518115942029,1.565773301589173e-05,126,,127
ENSG00000218739,51.02657562802491,1.5710830955217643e-05,16,,17
ENSG00000168237,49.27248515165494,1.5821984620271255e-05,15,,16
ENSG00000122140,49.24975128391277,1.5957247494834268e-05,15,,16
ENSG00000254926,47.47999886586843,1.60218636697692e-05,14,,15
ENSG00000197989,76.57646754353915,1.6088671880175857e-05,32,,33
ENSG00000176542,79.58057373642929,1.613365670985028e-05,34,,35
ENSG00000177830,116.70936853002068,1.6296774537926324e-05,60,,61
ENSG00000183617,84.0103443648546,1.6309788630471913e-05,37,,38
ENSG00000165417,131.676731078905,1.631683224630559e-05,71,,72
ENSG00000143013,81.03557729945962,1.633356478715779e-05,35,,36
ENSG00000090372,268.65036231884056,1.636006934212547e-05,179,,180
ENSG00000165389,115.27518978605937,1.6535246940936605e-05,59,,60
ENSG00000204054,94.15861513687601,1.6579791053715095e-05,44,,45
ENSG00000188372,64.07653760184584,1.6610578147264606e-05,24,,25
ENSG00000133574,126.17494824016563,1.6709930304460927e-05,67,,68
ENSG00000198477,38.09388623777542,1.676810423247852e-05,9,,10
ENSG00000241755,55.91599502119688,1.6810600148301755e-05,19,,20
ENSG00000158604,214.1515700483092,1.6979696870019658e-05,135,,136
ENSG00000148832,95.49631276533451,1.704881443280218e-05,45,,46
ENSG00000211778,41.85426439502526,1.7165345492729927e-05,11,,12
ENSG00000127423,31.878483835005575,1.721646769524691e-05,6,,7
ENSG00000213024,31.878483835005575,1.721646769524691e-05,6,,7
ENSG00000240382,47.277803293189095,1.730019246584663e-05,14,,15
ENSG00000167088,144.75644122383252,1.740001270007788e-05,81,,82
ENSG00000189144,49.00588768115942,1.748161614525822e-05,15,,16
