,chi2,p_value,odds_ratio,chi_p_value,mi_score,hybrid_score
ENSG00000105392,1.157780345814637,0.2819263532502263,0.08791208791208792,0.2819263532502263,0.004730126316776176,1.2708395268011063
ENSG00000221478,1.157780345814637,0.2819263532502263,0.08791208791208792,0.2819263532502263,0.004730126316776176,1.2708395268011063
ENSG00000257243,1.157780345814637,0.2819263532502263,0.08791208791208792,0.2819263532502263,0.004730126316776176,1.2708395268011063
ENSG00000249142,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000234009,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000229083,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000234394,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000223549,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000254615,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000185823,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000255568,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000231503,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000243824,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000163395,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000212658,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000261620,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000243830,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000105808,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000260876,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000272906,0.7790663819875779,0.377426825507888,0.11764705882352941,0.377426825507888,0.003945086327984373,0.9783236548596396
ENSG00000187624,0.5368146459924159,0.4637558467076218,0.14760147601476015,0.4637558467076218,0.0033404724669652483,0.7717375299355117
ENSG00000228955,0.5368146459924159,0.4637558467076218,0.14760147601476015,0.4637558467076218,0.0033404724669652483,0.7717375299355117
ENSG00000214645,0.5368146459924159,0.4637558467076218,0.14760147601476015,0.4637558467076218,0.0033404724669652483,0.7717375299355117
ENSG00000235530,0.5368146459924159,0.4637558467076218,0.14760147601476015,0.4637558467076218,0.0033404724669652483,0.7717375299355117
ENSG00000211685,0.5368146459924159,0.4637558467076218,0.14760147601476015,0.4637558467076218,0.0033404724669652483,0.7717375299355117
ENSG00000213621,0.5368146459924159,0.4637558467076218,0.14760147601476015,0.4637558467076218,0.0033404724669652483,0.7717375299355117
ENSG00000251583,0.5368146459924159,0.4637558467076218,0.14760147601476015,0.4637558467076218,0.0033404724669652483,0.7717375299355117
ENSG00000232416,0.5368146459924159,0.4637558467076218,0.14760147601476015,0.4637558467076218,0.0033404724669652483,0.7717375299355117
ENSG00000242071,0.37263589749318543,0.5415709723389013,0.17777777777777778,0.5415709723389013,0.0028552058652288985,0.6161363606256047
ENSG00000273107,0.37263589749318543,0.5415709723389013,0.17777777777777778,0.5415709723389013,0.0028552058652288985,0.6161363606256047
ENSG00000270083,0.37263589749318543,0.5415709723389013,0.17777777777777778,0.5415709723389013,0.0028552058652288985,0.6161363606256047
ENSG00000220370,0.37263589749318543,0.5415709723389013,0.17777777777777778,0.5415709723389013,0.0028552058652288985,0.6161363606256047
ENSG00000261549,0.37263589749318543,0.5415709723389013,0.17777777777777778,0.5415709723389013,0.0028552058652288985,0.6161363606256047
ENSG00000164898,0.37263589749318543,0.5415709723389013,0.17777777777777778,0.5415709723389013,0.0028552058652288985,0.6161363606256047
ENSG00000229349,0.2573367112698163,0.6119558022049187,0.20817843866171004,0.6119558022049187,0.0024548743333161274,0.4935500918670205
ENSG00000266944,0.2573367112698163,0.6119558022049187,0.20817843866171004,0.6119558022049187,0.0024548743333161274,0.4935500918670205
ENSG00000215105,0.2573367112698163,0.6119558022049187,0.20817843866171004,0.6119558022049187,0.0024548743333161274,0.4935500918670205
ENSG00000248771,0.2573367112698163,0.6119558022049187,0.20817843866171004,0.6119558022049187,0.0024548743333161274,0.4935500918670205
ENSG00000198161,0.2573367112698163,0.6119558022049187,0.20817843866171004,0.6119558022049187,0.0024548743333161274,0.4935500918670205
ENSG00000156968,0.2573367112698163,0.6119558022049187,0.20817843866171004,0.6119558022049187,0.0024548743333161274,0.4935500918670205
ENSG00000201498,0.2573367112698163,0.6119558022049187,0.20817843866171004,0.6119558022049187,0.0024548743333161274,0.4935500918670205
ENSG00000253504,0.2438103864734299,0.6214674969607061,inf,0.6214674969607061,0.0035723903950693053,0.4792440573632641
ENSG00000213700,0.17469959917384306,0.6759684582513992,0.23880597014925373,0.6759684582513992,0.002118145798013518,0.3937270090692552
ENSG00000175170,0.17469959917384306,0.6759684582513992,0.23880597014925373,0.6759684582513992,0.002118145798013518,0.3937270090692552
ENSG00000269473,0.17469959917384306,0.6759684582513992,0.23880597014925373,0.6759684582513992,0.002118145798013518,0.3937270090692552
ENSG00000247903,0.17469959917384306,0.6759684582513992,0.23880597014925373,0.6759684582513992,0.002118145798013518,0.3937270090692552
ENSG00000164414,0.17469959917384306,0.6759684582513992,0.23880597014925373,0.6759684582513992,0.002118145798013518,0.3937270090692552
ENSG00000267507,0.11499505928853755,0.7345274572012648,0.2696629213483146,0.7345274572012648,0.0018308729006661535,0.31035877466496514
